date,hour,keyword,count,weather,wind_direction
2011-05-08,0,could,6,CLOUDY,NW
2011-05-08,0,count,2,CLOUDY,NW
2011-05-08,0,couple,3,CLOUDY,NW
2011-05-08,0,course,1,CLOUDY,NW
2011-05-08,0,cousin,3,CLOUDY,NW
2011-05-08,0,crap,1,CLOUDY,NW
2011-05-08,0,crazy,6,CLOUDY,NW
2011-05-08,0,cream,1,CLOUDY,NW
2011-05-08,0,crisis,23,CLOUDY,NW
2011-05-08,0,cry,1,CLOUDY,NW
2011-05-08,0,crying,2,CLOUDY,NW
2011-05-08,0,cup,4,CLOUDY,NW
2011-05-08,0,currently,4,CLOUDY,NW
2011-05-08,0,cute,8,CLOUDY,NW
2011-05-08,0,cuz,2,CLOUDY,NW
2011-05-08,0,dad,7,CLOUDY,NW
2011-05-08,0,dan,9,CLOUDY,NW
2011-05-08,0,dance,2,CLOUDY,NW
2011-05-08,0,dark,1,CLOUDY,NW
2011-05-08,0,dat,10,CLOUDY,NW
2011-05-08,0,date,1,CLOUDY,NW
2011-05-08,0,david,3,CLOUDY,NW
2011-05-08,0,days,22,CLOUDY,NW
2011-05-08,0,dead,3,CLOUDY,NW
2011-05-08,0,deal,2,CLOUDY,NW
2011-05-08,0,dear,7,CLOUDY,NW
2011-05-08,0,death,1,CLOUDY,NW
2011-05-08,0,decided,1,CLOUDY,NW
2011-05-08,0,deep,2,CLOUDY,NW
2011-05-08,0,definitely,3,CLOUDY,NW
2011-05-08,0,design,1,CLOUDY,NW
2011-05-08,0,did,11,CLOUDY,NW
2011-05-08,0,didn,8,CLOUDY,NW
2011-05-08,0,didnt,1,CLOUDY,NW
2011-05-08,0,die,5,CLOUDY,NW
2011-05-08,0,dies,1,CLOUDY,NW
2011-05-08,0,difference,2,CLOUDY,NW
2011-05-08,0,different,6,CLOUDY,NW
2011-05-08,0,dinner,4,CLOUDY,NW
2011-05-08,0,dis,5,CLOUDY,NW
2011-05-08,0,dit,2,CLOUDY,NW
2011-05-08,0,dnt,6,CLOUDY,NW
2011-05-08,0,doctor,1,CLOUDY,NW
2011-05-08,0,does,12,CLOUDY,NW
2011-05-08,0,doesn,4,CLOUDY,NW
2011-05-08,0,dog,5,CLOUDY,NW
2011-05-08,0,doing,11,CLOUDY,NW
2011-05-08,0,don,52,CLOUDY,NW
2011-05-08,0,done,14,CLOUDY,NW
2011-05-08,0,dont,13,CLOUDY,NW
2011-05-08,0,door,5,CLOUDY,NW
2011-05-08,0,down,21,CLOUDY,NW
2011-05-08,0,dream,5,CLOUDY,NW
2011-05-08,0,dreams,1,CLOUDY,NW
2011-05-08,0,drink,5,CLOUDY,NW
2011-05-08,0,drinking,2,CLOUDY,NW
2011-05-08,0,drive,5,CLOUDY,NW
2011-05-08,0,driving,4,CLOUDY,NW
2011-05-08,0,dry,1,CLOUDY,NW
2011-05-08,0,dude,6,CLOUDY,NW
2011-05-08,0,due,1,CLOUDY,NW
2011-05-08,0,dumb,3,CLOUDY,NW
2011-05-08,0,during,1,CLOUDY,NW
2011-05-08,0,dying,1,CLOUDY,NW
2011-05-08,0,each,3,CLOUDY,NW
2011-05-08,0,early,14,CLOUDY,NW
2011-05-08,0,earth,2,CLOUDY,NW
2011-05-08,0,earthquake,1,CLOUDY,NW
2011-05-08,0,easy,1,CLOUDY,NW
2011-05-08,0,eat,5,CLOUDY,NW
2011-05-08,0,eating,4,CLOUDY,NW
2011-05-08,0,echt,4,CLOUDY,NW
2011-05-08,0,een,10,CLOUDY,NW
2011-05-08,0,either,2,CLOUDY,NW
2011-05-08,0,else,15,CLOUDY,NW
2011-05-08,0,end,8,CLOUDY,NW
2011-05-08,0,energy,2,CLOUDY,NW
2011-05-08,0,english,2,CLOUDY,NW
2011-05-08,0,enjoy,3,CLOUDY,NW
2011-05-08,0,enjoying,6,CLOUDY,NW
2011-05-08,0,enough,7,CLOUDY,NW
2011-05-08,0,epic,1,CLOUDY,NW
2011-05-08,0,episode,5,CLOUDY,NW
2011-05-08,0,especially,2,CLOUDY,NW
2011-05-08,0,even,20,CLOUDY,NW
2011-05-08,0,evening,2,CLOUDY,NW
2011-05-08,0,ever,22,CLOUDY,NW
2011-05-08,0,every,13,CLOUDY,NW
2011-05-08,0,everybody,4,CLOUDY,NW
2011-05-08,0,everyday,1,CLOUDY,NW
2011-05-08,0,everyone,22,CLOUDY,NW
2011-05-08,0,everything,13,CLOUDY,NW
2011-05-08,0,evil,3,CLOUDY,NW
2011-05-08,0,exactly,2,CLOUDY,NW
2011-05-08,0,except,1,CLOUDY,NW
2011-05-08,0,excited,7,CLOUDY,NW
2011-05-08,0,experience,2,CLOUDY,NW
2011-05-08,0,extra,3,CLOUDY,NW
2011-05-08,0,eye,3,CLOUDY,NW
2011-05-08,0,eyes,5,CLOUDY,NW
2011-05-08,0,face,4,CLOUDY,NW
2011-05-08,0,facebook,10,CLOUDY,NW
2011-05-08,0,fact,3,CLOUDY,NW
2011-05-08,0,fail,2,CLOUDY,NW
2011-05-08,0,fair,2,CLOUDY,NW
2011-05-08,0,faith,1,CLOUDY,NW
2011-05-08,0,fake,1,CLOUDY,NW
2011-05-08,0,fall,5,CLOUDY,NW
2011-05-08,0,family,10,CLOUDY,NW
2011-05-08,0,far,6,CLOUDY,NW
2011-05-08,0,fast,4,CLOUDY,NW
2011-05-08,0,fat,2,CLOUDY,NW
2011-05-08,0,father,2,CLOUDY,NW
2011-05-08,0,fav,1,CLOUDY,NW
2011-05-08,0,favorite,5,CLOUDY,NW
2011-05-08,0,fear,2,CLOUDY,NW
2011-05-08,0,feel,18,CLOUDY,NW
2011-05-08,0,feeling,9,CLOUDY,NW
2011-05-08,0,feels,2,CLOUDY,NW
2011-05-08,0,feet,1,CLOUDY,NW
2011-05-08,0,felt,1,CLOUDY,NW
2011-05-08,0,fever,2,CLOUDY,NW
2011-05-08,0,few,5,CLOUDY,NW
2011-05-08,0,fight,2,CLOUDY,NW
2011-05-08,0,filled,1,CLOUDY,NW
2011-05-08,0,film,5,CLOUDY,NW
2011-05-08,0,final,4,CLOUDY,NW
2011-05-08,0,finally,4,CLOUDY,NW
2011-05-08,0,find,10,CLOUDY,NW
2011-05-08,0,finding,1,CLOUDY,NW
2011-05-08,0,finish,6,CLOUDY,NW
2011-05-08,0,finished,4,CLOUDY,NW
2011-05-08,0,first,26,CLOUDY,NW
2011-05-08,0,fix,1,CLOUDY,NW
2011-05-08,0,floor,3,CLOUDY,NW
2011-05-08,0,flu,2,CLOUDY,NW
2011-05-08,0,flying,1,CLOUDY,NW
2011-05-08,0,fml,1,CLOUDY,NW
2011-05-08,0,follow,6,CLOUDY,NW
2011-05-08,0,followers,3,CLOUDY,NW
2011-05-08,0,following,4,CLOUDY,NW
2011-05-08,0,food,9,CLOUDY,NW
2011-05-08,0,football,1,CLOUDY,NW
2011-05-08,0,forget,8,CLOUDY,NW
2011-05-08,0,forgot,3,CLOUDY,NW
2011-05-08,0,forward,5,CLOUDY,NW
2011-05-08,0,found,2,CLOUDY,NW
2011-05-08,0,freaking,2,CLOUDY,NW
2011-05-08,0,free,5,CLOUDY,NW
2011-05-08,0,fresh,3,CLOUDY,NW
2011-05-08,0,friday,3,CLOUDY,NW
2011-05-08,0,fried,4,CLOUDY,NW
2011-05-08,0,friend,7,CLOUDY,NW
2011-05-08,0,friends,13,CLOUDY,NW
2011-05-08,0,friendship,7,CLOUDY,NW
2011-05-08,0,from,46,CLOUDY,NW
2011-05-08,0,front,5,CLOUDY,NW
2011-05-08,0,full,10,CLOUDY,NW
2011-05-08,0,fun,15,CLOUDY,NW
2011-05-08,0,funny,9,CLOUDY,NW
2011-05-08,0,future,8,CLOUDY,NW
2011-05-08,0,game,7,CLOUDY,NW
2011-05-08,0,gas,1,CLOUDY,NW
2011-05-08,0,gave,2,CLOUDY,NW
2011-05-08,0,gets,6,CLOUDY,NW
2011-05-08,0,getting,19,CLOUDY,NW
2011-05-08,0,gift,2,CLOUDY,NW
2011-05-08,0,girl,10,CLOUDY,NW
2011-05-08,0,girls,5,CLOUDY,NW
2011-05-08,0,give,5,CLOUDY,NW
2011-05-08,0,giving,3,CLOUDY,NW
2011-05-08,0,glad,9,CLOUDY,NW
2011-05-08,0,goal,3,CLOUDY,NW
2011-05-08,0,god,26,CLOUDY,NW
2011-05-08,0,goes,2,CLOUDY,NW
2011-05-08,0,goin,4,CLOUDY,NW
2011-05-08,0,gone,6,CLOUDY,NW
2011-05-08,0,gonna,16,CLOUDY,NW
2011-05-08,0,google,1,CLOUDY,NW
2011-05-08,0,got,35,CLOUDY,NW
2011-05-08,0,gotta,6,CLOUDY,NW
2011-05-08,0,great,22,CLOUDY,NW
2011-05-08,0,greatest,2,CLOUDY,NW
2011-05-08,0,green,3,CLOUDY,NW
2011-05-08,0,ground,1,CLOUDY,NW
2011-05-08,0,group,4,CLOUDY,NW
2011-05-08,0,guess,3,CLOUDY,NW
2011-05-08,0,guy,2,CLOUDY,NW
2011-05-08,0,guys,4,CLOUDY,NW
2011-05-08,0,gym,4,CLOUDY,NW
2011-05-08,0,had,20,CLOUDY,NW
2011-05-08,0,haha,11,CLOUDY,NW
2011-05-08,0,hahaha,2,CLOUDY,NW
2011-05-08,0,hair,7,CLOUDY,NW
2011-05-08,0,half,1,CLOUDY,NW
2011-05-08,0,hand,5,CLOUDY,NW
2011-05-08,0,happen,2,CLOUDY,NW
2011-05-08,0,happened,3,CLOUDY,NW
2011-05-08,0,happening,4,CLOUDY,NW
2011-05-08,0,happens,1,CLOUDY,NW
2011-05-08,0,happiness,1,CLOUDY,NW
2011-05-08,0,happy,33,CLOUDY,NW
2011-05-08,0,hard,10,CLOUDY,NW
2011-05-08,0,hate,13,CLOUDY,NW
2011-05-08,0,haven,3,CLOUDY,NW
2011-05-08,0,having,12,CLOUDY,NW
2011-05-08,0,head,4,CLOUDY,NW
2011-05-08,0,headed,2,CLOUDY,NW
2011-05-08,0,heading,2,CLOUDY,NW
2011-05-08,0,health,4,CLOUDY,NW
2011-05-08,0,hear,3,CLOUDY,NW
2011-05-08,0,heard,2,CLOUDY,NW
2011-05-08,0,heart,11,CLOUDY,NW
2011-05-08,0,heat,4,CLOUDY,NW
2011-05-08,0,hell,11,CLOUDY,NW
2011-05-08,0,help,6,CLOUDY,NW
2011-05-08,0,helping,1,CLOUDY,NW
2011-05-08,0,her,22,CLOUDY,NW
2011-05-08,0,here,27,CLOUDY,NW
2011-05-08,0,het,10,CLOUDY,NW
2011-05-08,0,hey,4,CLOUDY,NW
2011-05-08,0,high,4,CLOUDY,NW
2011-05-08,0,hilarious,2,CLOUDY,NW
2011-05-08,0,him,14,CLOUDY,NW
2011-05-08,0,his,14,CLOUDY,NW
2011-05-08,0,history,3,CLOUDY,NW
2011-05-08,0,hit,3,CLOUDY,NW
2011-05-08,0,hmm,5,CLOUDY,NW
2011-05-08,0,hmmm,1,CLOUDY,NW
2011-05-08,0,hold,3,CLOUDY,NW
2011-05-08,0,holiday,1,CLOUDY,NW
2011-05-08,0,home,24,CLOUDY,NW
2011-05-08,0,hope,14,CLOUDY,NW
2011-05-08,0,hopefully,1,CLOUDY,NW
2011-05-08,0,hoping,5,CLOUDY,NW
2011-05-08,0,horrible,1,CLOUDY,NW
2011-05-08,0,hospital,2,CLOUDY,NW
2011-05-08,0,hot,12,CLOUDY,NW
2011-05-08,0,hour,8,CLOUDY,NW
2011-05-08,0,hours,9,CLOUDY,NW
2011-05-08,0,house,11,CLOUDY,NW
2011-05-08,0,how,34,CLOUDY,NW
2011-05-08,0,huge,1,CLOUDY,NW
2011-05-08,0,hungry,1,CLOUDY,NW
2011-05-08,0,hurricane,1,CLOUDY,NW
2011-05-08,0,hurt,4,CLOUDY,NW
2011-05-08,0,ice,3,CLOUDY,NW
2011-05-08,0,idea,6,CLOUDY,NW
2011-05-08,0,idk,5,CLOUDY,NW
2011-05-08,0,ill,6,CLOUDY,NW
2011-05-08,0,ima,3,CLOUDY,NW
2011-05-08,0,imma,1,CLOUDY,NW
2011-05-08,0,important,6,CLOUDY,NW
2011-05-08,0,impossible,1,CLOUDY,NW
2011-05-08,0,inception,4,CLOUDY,NW
2011-05-08,0,indonesia,53,CLOUDY,NW
2011-05-08,0,inside,4,CLOUDY,NW
2011-05-08,0,interesting,1,CLOUDY,NW
2011-05-08,0,internet,5,CLOUDY,NW
2011-05-08,0,into,18,CLOUDY,NW
2011-05-08,0,iphone,5,CLOUDY,NW
2011-05-08,0,iphone4,6,CLOUDY,NW
2011-05-08,0,ipod,4,CLOUDY,NW
2011-05-08,0,isn,6,CLOUDY,NW
2011-05-08,0,its,45,CLOUDY,NW
2011-05-08,0,james,2,CLOUDY,NW
2011-05-08,0,jesus,1,CLOUDY,NW
2011-05-08,0,job,6,CLOUDY,NW
2011-05-08,0,john,4,CLOUDY,NW
2011-05-08,0,joke,2,CLOUDY,NW
2011-05-08,0,july,14,CLOUDY,NW
2011-05-08,0,jus,4,CLOUDY,NW
2011-05-08,0,justin,4,CLOUDY,NW
2011-05-08,0,kan,1,CLOUDY,NW
2011-05-08,0,keep,9,CLOUDY,NW
2011-05-08,0,keeps,3,CLOUDY,NW
2011-05-08,0,key,2,CLOUDY,NW
2011-05-08,0,kid,2,CLOUDY,NW
2011-05-08,0,kids,11,CLOUDY,NW
2011-05-08,0,kill,4,CLOUDY,NW
2011-05-08,0,killing,6,CLOUDY,NW
2011-05-08,0,kind,2,CLOUDY,NW
2011-05-08,0,kinda,4,CLOUDY,NW
2011-05-08,0,king,2,CLOUDY,NW
2011-05-08,0,kiss,2,CLOUDY,NW
2011-05-08,0,kno,3,CLOUDY,NW
2011-05-08,0,know,39,CLOUDY,NW
2011-05-08,0,knowing,2,CLOUDY,NW
2011-05-08,0,knows,4,CLOUDY,NW
2011-05-08,0,ladies,2,CLOUDY,NW
2011-05-08,0,lady,3,CLOUDY,NW
2011-05-08,0,lame,1,CLOUDY,NW
2011-05-08,0,laptop,3,CLOUDY,NW
2011-05-08,0,last,19,CLOUDY,NW
2011-05-08,0,late,8,CLOUDY,NW
2011-05-08,0,later,6,CLOUDY,NW
2011-05-08,0,laugh,1,CLOUDY,NW
2011-05-08,0,law,3,CLOUDY,NW
2011-05-08,0,lazy,6,CLOUDY,NW
2011-05-08,0,lead,11,CLOUDY,NW
2011-05-08,0,learn,2,CLOUDY,NW
2011-05-08,0,least,2,CLOUDY,NW
2011-05-08,0,leave,7,CLOUDY,NW
2011-05-08,0,leaving,3,CLOUDY,NW
2011-05-08,0,left,9,CLOUDY,NW
2011-05-08,0,less,3,CLOUDY,NW
2011-05-08,0,let,10,CLOUDY,NW
2011-05-08,0,lets,3,CLOUDY,NW
2011-05-08,0,letter,4,CLOUDY,NW
2011-05-08,0,lie,4,CLOUDY,NW
2011-05-08,0,life,46,CLOUDY,NW
2011-05-08,0,light,5,CLOUDY,NW
2011-05-08,0,lil,7,CLOUDY,NW
2011-05-08,0,line,5,CLOUDY,NW
2011-05-08,0,lisa,2,CLOUDY,NW
2011-05-08,0,list,7,CLOUDY,NW
2011-05-08,0,listen,2,CLOUDY,NW
2011-05-08,0,listening,3,CLOUDY,NW
2011-05-08,0,little,5,CLOUDY,NW
2011-05-08,0,live,10,CLOUDY,NW
2011-05-08,0,living,3,CLOUDY,NW
2011-05-08,0,lmao,9,CLOUDY,NW
2011-05-08,0,lmfao,2,CLOUDY,NW
2011-05-08,0,lol,30,CLOUDY,NW
2011-05-08,0,long,14,CLOUDY,NW
2011-05-08,0,look,10,CLOUDY,NW
2011-05-08,0,looking,5,CLOUDY,NW
2011-05-08,0,looks,10,CLOUDY,NW
2011-05-08,0,lord,4,CLOUDY,NW
2011-05-08,0,los,1,CLOUDY,NW
2011-05-08,0,lose,1,CLOUDY,NW
2011-05-08,0,lost,3,CLOUDY,NW
2011-05-08,0,lot,2,CLOUDY,NW
2011-05-08,0,loud,2,CLOUDY,NW
2011-05-08,0,loved,2,CLOUDY,NW
2011-05-08,0,lovely,6,CLOUDY,NW
2011-05-08,0,loving,2,CLOUDY,NW
2011-05-08,0,low,4,CLOUDY,NW
2011-05-08,0,luck,2,CLOUDY,NW
2011-05-08,0,lunch,5,CLOUDY,NW
2011-05-08,0,maar,4,CLOUDY,NW
2011-05-08,0,mad,5,CLOUDY,NW
2011-05-08,0,made,14,CLOUDY,NW
2011-05-08,0,make,25,CLOUDY,NW
2011-05-08,0,makes,8,CLOUDY,NW
2011-05-08,0,making,9,CLOUDY,NW
2011-05-08,0,man,17,CLOUDY,NW
2011-05-08,0,many,8,CLOUDY,NW
2011-05-08,0,market,3,CLOUDY,NW
2011-05-08,0,married,1,CLOUDY,NW
2011-05-08,0,masterchef,7,CLOUDY,NW
2011-05-08,0,matter,1,CLOUDY,NW
2011-05-08,0,may,3,CLOUDY,NW
2011-05-08,0,maybe,11,CLOUDY,NW
2011-05-08,0,mean,4,CLOUDY,NW
2011-05-08,0,means,3,CLOUDY,NW
2011-05-08,0,media,4,CLOUDY,NW
2011-05-08,0,meet,6,CLOUDY,NW
2011-05-08,0,meeting,2,CLOUDY,NW
2011-05-08,0,men,3,CLOUDY,NW
2011-05-08,0,mess,2,CLOUDY,NW
2011-05-08,0,message,6,CLOUDY,NW
2011-05-08,0,met,4,CLOUDY,NW
2011-05-08,0,michael,1,CLOUDY,NW
2011-05-08,0,middle,1,CLOUDY,NW
2011-05-08,0,might,3,CLOUDY,NW
2011-05-08,0,mijn,2,CLOUDY,NW
2011-05-08,0,miles,1,CLOUDY,NW
2011-05-08,0,million,1,CLOUDY,NW
2011-05-08,0,mind,12,CLOUDY,NW
2011-05-08,0,mine,2,CLOUDY,NW
2011-05-08,0,minutes,3,CLOUDY,NW
2011-05-08,0,miss,14,CLOUDY,NW
2011-05-08,0,missed,6,CLOUDY,NW
2011-05-08,0,missing,6,CLOUDY,NW
2011-05-08,0,mom,11,CLOUDY,NW
2011-05-08,0,moment,7,CLOUDY,NW
2011-05-08,0,monday,5,CLOUDY,NW
2011-05-08,0,money,5,CLOUDY,NW
2011-05-08,0,month,6,CLOUDY,NW
2011-05-08,0,months,1,CLOUDY,NW
2011-05-08,0,mood,2,CLOUDY,NW
2011-05-08,0,more,27,CLOUDY,NW
2011-05-08,0,morning,35,CLOUDY,NW
2011-05-08,0,most,15,CLOUDY,NW
2011-05-08,0,mother,4,CLOUDY,NW
2011-05-08,0,mouth,1,CLOUDY,NW
2011-05-08,0,move,5,CLOUDY,NW
2011-05-08,0,movie,15,CLOUDY,NW
2011-05-08,0,movies,2,CLOUDY,NW
2011-05-08,0,moving,3,CLOUDY,NW
2011-05-08,0,much,20,CLOUDY,NW
2011-05-08,0,mum,1,CLOUDY,NW
2011-05-08,0,music,7,CLOUDY,NW
2011-05-08,0,must,8,CLOUDY,NW
2011-05-08,0,myself,6,CLOUDY,NW
2011-05-08,0,naar,5,CLOUDY,NW
2011-05-08,0,name,9,CLOUDY,NW
2011-05-08,0,nap,5,CLOUDY,NW
2011-05-08,0,nation,3,CLOUDY,NW
2011-05-08,0,national,2,CLOUDY,NW
